Index,offset,difference
0,0.3966,2.1349949836730957
1,0.3843,0.1096799373626709
2,0.3902,0.10666966438293457
3,0.3917,0.12061309814453125
4,0.3883,0.10650300979614258
5,0.3868,0.10791707038879395
6,0.3981,0.10739612579345703
7,0.4132,0.10659193992614746
8,0.4212,0.1074380874633789
9,0.4362,0.10681819915771484
10,0.4422,0.10706806182861328
11,0.4336,0.10874009132385254
12,0.4320,0.10867023468017578
13,0.4130,0.10812902450561523
14,0.3996,0.10670900344848633
15,0.3624,0.10689806938171387
16,0.3562,0.10640096664428711
17,0.3528,0.10637903213500977
18,0.3490,0.10641288757324219
19,0.3364,0.10648107528686523
20,0.3224,0.10648894309997559
21,0.3106,0.10658621788024902
22,0.3096,0.10822391510009766
23,0.3324,0.1065521240234375
24,0.3451,0.1064748764038086
25,0.3402,0.10643982887268066
26,0.3323,0.1064000129699707
27,0.3317,0.10636687278747559
28,0.3082,0.10636377334594727
29,0.3119,0.10639405250549316
30,0.2906,0.1063852310180664
31,0.2829,0.10550498962402344
32,0.2498,0.10632967948913574
33,0.2982,0.10635805130004883
34,0.3229,0.10647702217102051
35,0.3342,0.10638809204101562
36,0.3190,0.10639095306396484
37,0.3167,0.1063070297241211
38,0.3126,0.10641694068908691
39,0.3001,0.1064908504486084
40,0.3124,0.10645198822021484
41,0.3258,0.10644006729125977
42,0.3377,0.10653877258300781
43,0.3372,0.10641098022460938
44,0.3367,0.10632658004760742
45,0.3400,0.10669898986816406
46,0.3504,0.10661983489990234
47,0.3830,0.10657286643981934
48,0.3822,0.10715389251708984
49,0.3823,0.10647392272949219
50,0.3813,0.10645198822021484
51,0.3734,0.1064460277557373
52,0.3548,0.10633087158203125
53,0.3423,0.10649323463439941
54,0.3460,0.10653209686279297
55,0.3389,0.10692310333251953
56,0.3404,0.1083681583404541
57,0.3495,0.10648488998413086
58,0.3722,0.10637283325195312
59,0.3253,0.10607004165649414
60,0.3029,0.10634016990661621
61,0.2669,0.1063241958618164
62,0.2614,0.10634708404541016
63,0.2615,0.10631775856018066
64,0.2598,0.10636615753173828
65,0.2690,0.10632586479187012
66,0.2725,0.10623407363891602
67,0.2693,0.10626792907714844
68,0.2576,0.10628104209899902
69,0.2587,0.10625100135803223
70,0.2646,0.10639786720275879
71,0.2410,0.1062920093536377
72,0.2338,0.10619807243347168
73,0.2465,0.10674285888671875
74,0.2340,0.10626482963562012
75,0.2211,0.10630583763122559
76,0.2290,0.10625720024108887
77,0.2310,0.10626888275146484
78,0.2191,0.10626387596130371
79,0.2005,0.10630202293395996
80,0.1856,0.10623002052307129
81,0.1782,0.1063680648803711
82,0.1687,0.1062929630279541
83,0.1470,0.1062779426574707
84,0.1728,0.10625386238098145
85,0.1851,0.10628914833068848
86,0.1872,0.1063070297241211
87,0.1695,0.10631418228149414
88,0.1599,0.10639309883117676
89,0.1425,0.10637378692626953
90,0.1537,0.10620403289794922
91,0.1594,0.10634016990661621
92,0.1657,0.10602474212646484
93,0.1809,0.10616707801818848
94,0.1729,0.10588693618774414
95,0.1772,0.10639023780822754
96,0.1946,0.1062467098236084
97,0.1811,0.10625195503234863
98,0.1635,0.1061708927154541
99,0.1790,0.10623788833618164
100,0.1724,0.10644674301147461
101,0.1555,0.10629796981811523
102,0.1679,0.1062631607055664
103,0.1650,0.10802292823791504
104,0.1759,0.10617804527282715
105,0.1836,0.10632514953613281
106,0.1886,0.10628080368041992
107,0.1806,0.10619091987609863
108,0.1869,0.1063699722290039
109,0.2144,0.10855603218078613
110,0.2400,0.10629606246948242
111,0.2427,0.1063680648803711
112,0.2370,0.10625123977661133
113,0.2441,0.10625386238098145
114,0.2450,0.1070101261138916
115,0.2294,0.10639405250549316
116,0.2409,0.10622000694274902
117,0.2482,0.10627508163452148
118,0.2597,0.10794281959533691
119,0.2843,0.10747790336608887
120,0.3119,0.10630989074707031
121,0.3368,0.10633587837219238
122,0.2983,0.10629892349243164
123,0.2834,0.10626721382141113
124,0.2796,0.10626792907714844
125,0.3106,0.10629701614379883
126,0.3046,0.10640406608581543
