Index;Ofset;Difference
162,0.29523603870247095,0.018162965774536133;;
163,0.2688694665354072,0.018165111541748047;;
164,0.22818238303220575,0.018125057220458984;;
165,0.2331982492218616,0.018229007720947266;;
166,0.2499434489278078,0.018167972564697266;;
167,0.2580192591948338,0.018255233764648438;;
168,0.2501506955758868,0.018198013305664062;;
169,0.23333947574241526,0.01818990707397461;;
170,0.21062833141938525,0.01819896697998047;;
171,0.20813568975288238,0.01814413070678711;;
172,0.20228051391556756,0.01836371421813965;;
173,0.19515940498672382,0.018270015716552734;;
174,0.17380803161317188,0.018299102783203125;;
175,0.18122170926447453,0.018188953399658203;;
176,0.18286580080433948,0.01812887191772461;;
177,0.19494815863317883,0.018094778060913086;;
178,0.20955613507631973,0.01818990707397461;;
179,0.21960983574708343,0.018182992935180664;;
180,0.23866689719148448,0.018129825592041016;;
181,0.24169405573098596,0.018265962600708008;;
182,0.2621735929580841,0.01814413070678711;;
183,0.2660409364325903,0.018162965774536133;;
184,0.24787731477893493,0.0181882381439209;;
185,0.22998230437265554,0.018275737762451172;;
186,0.22708806150366342,0.018166065216064453;;
187,0.237138780524367,0.01822686195373535;;
188,0.25849164669039953,0.018188953399658203;;
189,0.26469024004831687,0.018247127532958984;;
190,0.2630124187895033,0.018182039260864258;;
191,0.27506689175145765,0.0181429386138916;;
192,0.27336015442789835,0.018262863159179688;;
193,0.2765768276813313,0.01825094223022461;;
194,0.2710456786750328,0.018218040466308594;;
195,0.28630745859023055,0.018366098403930664;;
196,0.3177819818523988,0.01827383041381836;;
197,0.29633490692761955,0.018202781677246094;;
198,0.28344756242774977,0.018278121948242188;;
199,0.3041534355114875,0.018096208572387695;;
200,0.29976809543838323,0.018001794815063477;;
201,0.2882617768204123,0.018126726150512695;;
202,0.2766659949166125,0.018182039260864258;;
203,0.27628783556448716,0.018110990524291992;;
204,0.2552514272984685,0.018187999725341797;;
205,0.25153800018879663,0.018232107162475586;;
206,0.28381134426468696,0.01822209358215332;;
207,0.29745289235566036,0.018162012100219727;;
208,0.30363594680197403,0.018121957778930664;;
209,0.3029242937787363,0.01822495460510254;;
210,0.2990439851995644,0.018152236938476562;;
211,0.2943995739585734,0.018152236938476562;;
212,0.29211814320128354,0.018314123153686523;;
213,0.2863505338247273,0.01803278923034668;;
214,0.26229328732764867,0.018136978149414062;;
215,0.24887145370083985,0.01823592185974121;;
216,0.2439817783653501,0.018157958984375;;
217,0.23324827483224644,0.018237829208374023;;
218,0.250185991574414,0.018182992935180664;;
219,0.23045628466853074,0.018191814422607422;;
220,0.23519892484216653,0.018285036087036133;;
221,0.25229331308785297,0.01823592185974121;;
222,0.24929501493863315,0.01825094223022461;;
223,0.2311803650361597,0.018161773681640625;;
224,0.21785951175072343,0.018236875534057617;;
225,0.18524425084373833,0.01816391944885254;;
226,0.1820032991505004,0.018179893493652344;;
227,0.17823459498241137,0.018177032470703125;;
228,0.1818370615597762,0.018145084381103516;;
229,0.16706985675226912,0.01813507080078125;;
230,0.15779414180190182,0.018113136291503906;;
231,0.1357971259552961,0.018249034881591797;;
232,0.11432895874445612,0.018169879913330078;;
233,0.13170257317266837,0.018288135528564453;;
234,0.13298600111131745,0.018214941024780273;;
235,0.1086606531962768,0.018270015716552734;;
236,0.09559171598516755,0.01822495460510254;;
237,0.08171117951161523,0.01825118064880371;;
238,0.09515312253379854,0.018240928649902344;;
239,0.10062648005833635,0.018340110778808594;;
240,0.11190529456376742,0.01807403564453125;;
241,0.10802202411430134,0.018133878707885742;;
242,0.11293618989312053,0.017559051513671875;;
243,0.11437544404478532,0.018141984939575195;;
244,0.05325996906625603,0.018139123916625977;;
245,0.03181800127914715,0.018149137496948242;;
246,0.04174297250990084,0.01819014549255371;;
247,0.04249359193903385,0.018275022506713867;;
248,0.051082080861229576,0.018220186233520508;;
249,0.061249229081994275,0.018111228942871094;;
250,0.06907698973034641,0.018252134323120117;;
251,0.07142947534077833,0.018210887908935547;;
252,0.0833621469440582,0.01815509796142578;;
253,0.08841320484950153,0.018063068389892578;;
254,0.08798546032317112,0.018249988555908203;;
255,0.08291078606585069,0.01824498176574707;;
256,0.06063877321123206,0.018278121948242188;;
257,0.04622843159238206,0.0182340145111084;;
258,0.036538975865720365,0.018173933029174805;;
259,0.04312100983908922,0.018192052841186523;;
260,0.06791204223306484,0.018134117126464844;;
261,0.06218757988883262,0.01819610595703125;;
262,0.079074701605752,0.018137216567993164;;
263,0.08817155857787697,0.018124103546142578;;
264,0.09799567078648969,0.018188953399658203;;
265,0.10515612940056353,0.0182647705078125;;
266,0.11662830800080604,0.018165111541748047;;
267,0.12076380565966537,0.018129348754882812;;
268,0.12871281675969362,0.018229007720947266;;
269,0.14535462013476463,0.018134117126464844;;
270,0.14250317632001674,0.018131017684936523;;
271,0.13317204406709388,0.018085002899169922;;
272,0.10922190273435498,0.018136024475097656;;
273,0.1307086982340498,0.01824188232421875;;
274,0.13497678531049614,0.018107891082763672;;
275,0.14256555874447618,0.018239974975585938;;
276,0.15536018880336785,0.01813483238220215;;
277,0.15971291208801988,0.01817798614501953;;
278,0.16839571747853757,0.018166780471801758;;
279,0.1692830125340697,0.018190860748291016;;
280,0.1718112119665385,0.018085956573486328;;
281,0.17877805100075053,0.01816082000732422;;
282,0.18388136609872519,0.01817607879638672;;
283,0.17205224963162943,0.018185138702392578;;
284,0.1901735959117718,0.018191099166870117;;
285,0.19367582166049974,0.018128156661987305;;
286,0.18889319976836758,0.018272876739501953;;
287,0.20080518497616953,0.01804494857788086;;
288,0.20744915296333577,0.018178939819335938;;
289,0.21472244522355724,0.018000125885009766;;
290,0.22909236956207862,0.018057823181152344;;
291,0.2373917954408659,0.018168210983276367;;
292,0.2500470657681376,0.018090009689331055;;
293,0.24724325533244823,0.018153905868530273;;
294,0.24604197715313633,0.0180966854095459;;
295,0.24478892788432047,0.018136978149414062;;
296,0.2533055601309695,0.018219709396362305;;
297,0.24558074856413997,0.018107175827026367;;
298,0.24436415766168088,0.01812577247619629;;
299,0.24652395222838597,0.018017053604125977;;
300,0.25148629442359327,0.018091917037963867;;
301,0.25190270323963465,0.018219947814941406;;
302,0.25658788214903344,0.01819300651550293;;
303,0.27197027966253773,0.01820516586303711;;
304,0.2948314914155533,0.018349170684814453;;
305,0.3012286941677735,0.018282175064086914;;
306,0.30124697664438554,0.018365859985351562;;
307,0.27132822516792166,0.018399953842163086;;
308,0.26403129667550645,0.018265724182128906;;
309,0.2562529975027439,0.018397092819213867;;
310,0.27251519351194936,0.018418073654174805;;
311,0.2674321826596407,0.018439769744873047;;
312,0.2633776880402818,0.018403053283691406;;
313,0.2658382697878647,0.01894688606262207;;
314,0.2672414799027075,0.018401145935058594;;
315,0.2612337164400844,0.018100976943969727;;
316,0.23774863506443897,0.018164873123168945;;
317,0.210335755439209,0.018126964569091797;;
318,0.2225701462467238,0.018150806427001953;;
319,0.23606531365680491,0.018121004104614258;;
320,0.24404662447869255,0.018110990524291992;;
321,0.2512730509059157,0.018055200576782227;;
322,0.2574317772858116,0.01822805404663086;;
323,0.2528720462664177,0.018125057220458984;;
324,0.2607162173819387,0.01820087432861328;;
325,0.2691928540495098,0.018182039260864258;;
326,0.2682626803873064,0.01827383041381836;;
327,0.27362916258941805,0.018373966217041016;;
328,0.28314406444774703,0.01826000213623047;;
329,0.2958898098502936,0.018095016479492188;;
330,0.27810339191993616,0.018166065216064453;;
331,0.2588265640509647,0.0180511474609375;;
332,0.26074095817253834,0.018007993698120117;;
333,0.26004624569278784,0.018149137496948242;;
334,0.2710974188024173,0.01815509796142578;;
335,0.26389355972382245,0.01819300651550293;;
336,0.27089066033873904,0.018333911895751953;;
337,0.27636974052755664,0.01806783676147461;;
338,0.27758272949630236,0.018134117126464844;;
339,0.28522965397990235,0.018156051635742188;;
340,0.2726476247851565,0.018121004104614258;;
341,0.23366965894044914,0.018133163452148438;;
342,0.2355650724267703,0.01808619499206543;;
343,0.2429789382648203,0.018095970153808594;;
344,0.23940813342422662,0.018134117126464844;;
345,0.24635790938964391,0.0181581974029541;;
346,0.25178354653464396,0.018178939819335938;;
347,0.2493895919716211,0.018072128295898438;;
348,0.2623289916285951,0.01816582679748535;;
349,0.25907436007135315,0.018163204193115234;;
350,0.26640219581238944,0.018038034439086914;;
351,0.2665824125423142,0.01818108558654785;;
352,0.259239023424401,0.018094778060913086;;
353,0.26220027057579887,0.018169879913330078;;
354,0.27736158911947917,0.018105745315551758;;
355,0.2695300426973097,0.018223285675048828;;
356,0.26792595773562733,0.01813983917236328;;
357,0.26869717589406655,0.018204927444458008;;
358,0.2840647552346085,0.018172025680541992;;
359,0.28726469700218105,0.018217086791992188;;
360,0.2967358063681018,0.01812601089477539;;
361,0.307645551995724,0.018172025680541992;;
362,0.3139521884941169,0.0180661678314209;;
363,0.3073838778615962,0.018218994140625;;
364,0.3240284468472169,0.01816701889038086;;
365,0.31718667504990133,0.01810312271118164;;
366,0.30822233175149955,0.018102169036865234;;
367,0.30033507561002015,0.018259048461914062;;
368,0.27726609769496435,0.01808309555053711;;
369,0.2739322811037101,0.01808786392211914;;
370,0.26727331135958615,0.018152952194213867;;
371,0.2575108662786575,0.018162012100219727;;
372,0.2569491339427927,0.018160104751586914;;
373,0.25106975339519977,0.018049001693725586;;
374,0.24538669780248765,0.018122196197509766;;
375,0.23379654442933015,0.01795196533203125;;
376,0.23056241786373424,0.018108844757080078;;
377,0.22847856643283293,0.018071889877319336;;
378,0.22889317745282764,0.018263816833496094;;
379,0.24059004595172728,0.018282175064086914;;
380,0.24113653880519076,0.018177032470703125;;
381,0.24056093914748464,0.018181800842285156;;
382,0.23458371102981304,0.018162250518798828;;
383,0.23060341501623416,0.018166065216064453;;
384,0.23757193697880274,0.0181119441986084;;
385,0.24361129977237353,0.018074750900268555;;
386,0.2446225881358438,0.018116235733032227;;
387,0.25097772936951307,0.018106937408447266;;
388,0.24372362506070872,0.018148183822631836;;
389,0.24309663926668296,0.018211841583251953;;
390,0.26085793581515654,0.018062114715576172;;
391,0.26230073285719707,0.01810598373413086;;
392,0.27147276655160923,0.01819896697998047;;
393,0.2653726268828034,0.018149137496948242;;
394,0.2542753399483729,0.01820206642150879;;
395,0.24604887146617915,0.018199920654296875;;
396,0.24495984097893705,0.018203258514404297;;
397,0.2477617823472945,0.018121957778930664;;
398,0.2428371319984722,0.018191814422607422;;
399,0.22451202065011944,0.018107175827026367;;
400,0.20327113180788337,0.01809382438659668;;
401,0.1957982805003969,0.018117904663085938;;
402,0.21201219185242015,0.018192052841186523;;
403,0.21515952143636274,0.0181732177734375;;
404,0.22011762600175536,0.01824474334716797;;
405,0.22342619442462805,0.01812911033630371;;
406,0.22049236518764181,0.018144845962524414;;
407,0.20743564857706087,0.018018245697021484;;
408,0.19838534227170382,0.018219947814941406;;
409,0.19819887162240096,0.018211841583251953;;
410,0.18456638191953637,0.018117904663085938;;
411,0.16952529693089813,0.018075942993164062;;
412,0.14772847012304102,0.018079042434692383;;
413,0.1526218751683509,0.018140792846679688;;
414,0.16152871714387732,0.01813983917236328;;
415,0.157481299488359,0.018085241317749023;;
416,0.17341037584165744,0.01809406280517578;;
417,0.16867025093315013,0.018178939819335938;;
418,0.16062931251076917,0.01816701889038086;;
419,0.15527873846604978,0.018130064010620117;;
420,0.1542241213252925,0.01826310157775879;;
421,0.1469656955427532,0.018136978149414062;;
422,0.13347917253873667,0.0181887149810791;;
423,0.12587652092108625,0.018101930618286133;;
424,0.11342330109331104,0.018195152282714844;;
425,0.09876545310680435,0.018081188201904297;;
426,0.11584467041403924,0.018130064010620117;;
427,0.13053342021419118,0.018180131912231445;;
428,0.12919866537802732,0.018182992935180664;;
429,0.11579528956217268,0.018124103546142578;;
430,0.1199236256700004,0.0181119441986084;;
431,0.11396087191465014,0.018160104751586914;;
432,0.1134127466521104,0.0181581974029541;;
433,0.11486005152008132,0.018182992935180664;;
434,0.10475824753794284,0.01822686195373535;;
435,0.08930998771631526,0.018224000930786133;;
436,0.10145130291417065,0.018193960189819336;;
437,0.08895854654271186,0.018023014068603516;;
438,0.09890423537227974,0.018162012100219727;;
439,0.08461480358540771,0.01816391944885254;;
440,0.0984841563613158,0.01806020736694336;;
441,0.08654638468904906,0.018090009689331055;;
442,0.07920619720189365,0.018205881118774414;;
443,0.07754578804070036,0.018027067184448242;;
444,0.07222779278281485,0.018193960189819336;;
445,0.058216800874943894,0.01883697509765625;;
446,0.06011015212946144,0.018246889114379883;;
447,0.055803530640164,0.018185853958129883;;
448,0.0662168966065197,0.018221139907836914;;
449,0.06120075017701655,0.01847100257873535;;
450,0.052562561796251156,0.018275022506713867;;
451,0.05172036450113199,0.018603086471557617;;
452,0.050255270940395155,0.01813483238220215;;
453,0.06370132163126939,0.018149137496948242;;
454,0.05632740376880751,0.018256187438964844;;
455,0.0483302892732161,0.018224239349365234;;
456,0.05477659532875344,0.01828289031982422;;
457,0.056718302989341836,0.018224000930786133;;
458,0.06957741912605428,0.018196821212768555;;
459,0.07300216282474112,0.018243074417114258;;
460,0.10204694197269164,0.018246173858642578;;
461,0.08236938181473309,0.018151044845581055;;
462,0.09143546783100145,0.020446300506591797;;
463,0.09969345252516132,0.018133878707885742;;
464,0.09359503074478129,0.018208026885986328;;
465,0.09464776446693322,0.01813793182373047;;
466,0.08626984995431554,0.021049022674560547;;
467,0.08807843573044839,0.018084049224853516;;
468,0.08172552813350775,0.01821589469909668;;
469,0.08577806471773358,0.01819014549255371;;
470,0.08410335549775852,0.017983198165893555;;
471,0.0685294741351586,0.018266916275024414;;
472,0.058407432740071534,0.018252849578857422;;
473,0.07755129130827024,0.01816701889038086;;
474,0.07570289774596163,0.024071216583251953;;
475,0.09521451641804006,0.018685102462768555;;
476,0.09235099829684244,0.018672943115234375;;
477,0.10217807674896222,0.019248247146606445;;
478,0.10113453167315326,0.018184185028076172;;
479,0.10210647767642361,0.019095182418823242;;
480,0.0991046528447629,0.01804804801940918;;
481,0.09536380306428216,0.01822686195373535;;
482,0.0985299180805982,0.018105030059814453;;
483,0.08343303711272669,0.01813364028930664;;
484,0.05990374107253414,0.018164873123168945;;
485,0.07549546636942328,0.01812887191772461;;
486,0.08775970506064537,0.017998933792114258;;
487,0.10464370362646358,0.018096923828125;;
488,0.10289914930369265,0.018130779266357422;;
489,0.1022516539094111,0.018104076385498047;;
490,0.10873597532017944,0.018172025680541992;;
491,0.10939814853029163,0.018037080764770508;;
492,0.11144085436088527,0.018035173416137695;;
493,0.11675740002175718,0.018106937408447266;;
494,0.10895949768354161,0.01803302764892578;;
495,0.08971607297660918,0.0181429386138916;;
496,0.09041507772536218,0.01826000213623047;;
497,0.11266971855887503,0.01822209358215332;;
498,0.10446067518658893,0.018118858337402344;;
499,0.10286600139454663,0.01819896697998047;;
500,0.114613156414629,0.01822686195373535;;
501,0.12372968596488805,0.018091917037963867;;
502,0.1391161152632474,0.019060850143432617;;
503,0.14021763533907391,0.018180131912231445;;
504,0.13752973314901212,0.018301963806152344;;
505,0.1398909471386204,0.01814413070678711;;
506,0.1344602756527528,0.018213987350463867;;
507,0.1255770426875019,0.018173933029174805;;
508,0.09312905436740679,0.018078088760375977;;
509,0.08402095892585587,0.018255233764648438;;
510,0.08090856521553857,0.018169164657592773;;
511,0.10090729811456202,0.018161773681640625;;
512,0.1206549529676491,0.018140792846679688;;
513,0.1245817390169449,0.018171072006225586;;
514,0.1236417342151646,0.01830911636352539;;
515,0.12624305219754414,0.018455028533935547;;
516,0.12550962095735102,0.018416166305541992;;
517,0.117342234421473,0.018316984176635742;;
518,0.12049204543193515,0.01810002326965332;;
519,0.13180844356400603,0.018139123916625977;;
520,0.12616642635997974,0.018113136291503906;;
521,0.1303695726078278,0.018197059631347656;;
522,0.12425819775663553,0.01818394660949707;;
523,0.1120951128636251,0.0181429386138916;;
524,0.132368509764578,0.018166065216064453;;
525,0.06453841314318674,0.019256114959716797;;
526,0.08063611068756336,0.018554210662841797;;
527,0.07579187942905424,0.018584012985229492;;
528,0.11677741892733431,0.018487215042114258;;
529,0.16280940997316226,0.01835489273071289;;
530,0.15298009073817825,0.018522024154663086;;
531,0.14955328872316542,0.01865100860595703;;
532,0.20504865016538282,0.0188138484954834;;
533,0.24058737479207537,0.018630266189575195;;
534,0.28584672016978074,0.01879405975341797;;
535,0.29942755875690424,0.018539905548095703;;
536,0.22912441497732264,0.018444061279296875;;
537,0.22887354146673633,0.018543004989624023;;
538,0.15085703491727664,0.018445730209350586;;
539,0.16819466427013277,0.018730878829956055;;
540,0.15743202354984318,0.01906299591064453;;
541,0.1520148380786744,0.018211841583251953;;
542,0.18791168795480118,0.01846790313720703;;
543,0.17433185136622986,0.01832127571105957;;
544,0.18265559169528858,0.018725156784057617;;
545,0.20675746578499135,0.018374204635620117;;
546,0.16265362845284836,0.018733978271484375;;
547,0.17638590563472253,0.018481016159057617;;
548,0.1534864544947466,0.018410921096801758;;
549,0.1343422536390058,0.01852869987487793;;
550,0.11493479998601505,0.018102169036865234;;
551,0.13813559769428294,0.018192052841186523;;
552,0.15064647519066568,0.018157958984375;;
553,0.12958606950403792,0.01807999610900879;;
554,0.12206693615778393,0.01802992820739746;;
555,0.07066140509365512,0.018777132034301758;;
556,0.05040896814946827,0.018349170684814453;;
557,0.08832644887130288,0.01816701889038086;;
558,0.09283696346309749,0.01828932762145996;;
559,0.14726582940864197,0.018160343170166016;;
560,0.15567481145872422,0.018203020095825195;;
561,0.1552869500829146,0.018239974975585938;;
562,0.15512961065164346,0.018053770065307617;;
563,0.1660028124556004,0.01819896697998047;;
564,0.12201898559173538,0.018960952758789062;;
565,0.10555772951628391,0.018452882766723633;;
566,0.26447290091333,0.018480777740478516;;
567,0.3562647094484163,0.018605947494506836;;
568,0.3629552443351512,0.018591880798339844;;
569,0.3524244452502521,0.018936872482299805;;
570,0.14908780850851083,0.01830315589904785;;
571,0.1689182611900344,0.018505096435546875;;
572,0.13906599124366226,0.018532991409301758;;
573,0.1633318588436652,0.018540143966674805;;
574,0.2119767238311414,0.01832413673400879;;
575,0.34416411955755055,0.018164873123168945;;
576,0.4600784096284008,0.018403053283691406;;
577,0.4646570248682029,0.018155574798583984;;
578,0.41299764187790083,0.01808476448059082;;
579,0.39301288507680526,0.018088817596435547;;
580,0.3970920568604707,0.018168926239013672;;
581,0.39824728982393737,0.018136024475097656;;
582,0.35445758756162843,0.018182039260864258;;
583,0.2943408164627993,0.01813507080078125;;
584,0.4212903823227333,0.01849198341369629;;
585,0.3655719540366838,0.018157005310058594;;
586,0.3901179800422295,0.017937898635864258;;
587,0.40115767591894935,0.01843404769897461;;
588,0.36221266709517286,0.01821112632751465;;
589,0.40644509202488927,0.018541812896728516;;
590,0.37821783476948667,0.018405914306640625;;
591,0.2590855060121899,0.018223047256469727;;
592,0.10782146926482312,0.018193960189819336;;
593,0.03310175466635263,0.018173933029174805;;
594,0.049479526092670555,0.018259048461914062;;
595,0.06964580584388806,0.0185699462890625;;
596,0.10295824525881069,0.02210712432861328;;
597,0.12191668736567968,0.020496845245361328;;
598,0.12196546421072403,0.01930713653564453;;
599,0.19389290912921509,0.018573999404907227;;
600,0.1981522445098673,0.018396854400634766;;
601,0.20953752217031302,0.01833319664001465;;
602,0.2134631776105916,0.01825094223022461;;
603,0.19111824944616462,0.018149137496948242;;
604,0.16892200904739463,0.018128156661987305;;
605,0.13213726728730152,0.018239974975585938;;
606,0.13123500384412978,0.018141984939575195;;
607,0.09159462332609185,0.01819300651550293;;
608,0.09185463414756995,0.01814723014831543;;
609,0.06779310382658339,0.01822829246520996;;
610,0.05414409371579171,0.01801300048828125;;
611,0.037820703809648325,0.018038034439086914;;
612,0.017956320078928945,0.01818990707397461;;
613,0.015575853574192706,0.018198013305664062;;
614,0.01820932768549988,0.01814413070678711;;
615,0.0640064004574486,0.018101930618286133;;
616,0.11017800890621977,0.018252849578857422;;
617,0.08882621015593271,0.018159866333007812;;
618,0.0701604040521028,0.01810622215270996;;
619,0.08454694028538928,0.0181429386138916;;
620,0.07817662016098767,0.01810002326965332;;
621,0.0662872483704978,0.018146038055419922;;
622,0.044377220097736654,0.018220186233520508;;
623,0.03770525028639892,0.01808476448059082;;
624,0.019194841117799375,0.018121957778930664;;
625,0.003988838280250223,0.018317222595214844;;
626,0.018250043634255364,0.01801919937133789;;
627,0.036486600346539104,0.01817607879638672;;
628,0.07230146718352168,0.018314123153686523;;
629,0.06734760271003662,0.018388032913208008;;
630,0.02069321938421451,0.01835799217224121;;
631,0.01262114261808402,0.01828908920288086;;
632,0.014123476089106411,0.018220901489257812;;
633,0.03500895895826053,0.018299102783203125;;
634,0.03517752275150656,0.018352985382080078;;
635,0.04304161259967466,0.018425941467285156;;
