Index,frame,difference
0,0.0,0.6254968643188477
1,1.0,0.10997128486633301
2,2.0,0.10645508766174316
3,3.0,0.10744810104370117
4,4.0,0.10662198066711426
5,5.0,0.10645508766174316
6,6.0,0.10665702819824219
7,7.0,0.10651302337646484
8,8.0,0.10642719268798828
9,9.0,0.10632801055908203
10,10.0,0.106475830078125
11,11.0,0.1065831184387207
12,12.0,0.10658574104309082
13,13.0,0.10649394989013672
14,14.0,0.10657882690429688
15,15.0,0.1058950424194336
16,16.0,0.10663485527038574
17,17.0,0.1070399284362793
18,18.0,0.10707402229309082
19,19.0,0.10750889778137207
20,20.0,0.10548973083496094
21,21.0,0.10761499404907227
22,22.0,0.10649704933166504
23,23.0,0.10650801658630371
24,24.0,0.10660982131958008
25,25.0,0.10637998580932617
26,26.0,0.1064152717590332
27,27.0,0.10643386840820312
28,28.0,0.10645890235900879
29,29.0,0.10639595985412598
30,30.0,0.10648202896118164
31,31.0,0.10639214515686035
32,32.0,0.10649299621582031
33,33.0,0.10642409324645996
34,34.0,0.10680079460144043
35,35.0,0.10634803771972656
36,36.0,0.10644316673278809
37,37.0,0.10646891593933105
38,38.0,0.10641002655029297
39,39.0,0.10561895370483398
40,40.0,0.10641884803771973
41,41.0,0.1064600944519043
42,42.0,0.10643315315246582
43,43.0,0.10632109642028809
44,44.0,0.1063392162322998
45,45.0,0.10637688636779785
46,46.0,0.10637211799621582
47,47.0,0.10639810562133789
48,48.0,0.1058952808380127
49,49.0,0.10637116432189941
50,50.0,0.10639500617980957
51,51.0,0.10643792152404785
52,52.0,0.10629415512084961
53,53.0,0.10620784759521484
54,54.0,0.10624003410339355
55,55.0,0.10625100135803223
56,56.0,0.106231689453125
57,57.0,0.10637402534484863
58,58.0,0.10627102851867676
59,59.0,0.1063082218170166
60,60.0,0.10624504089355469
61,61.0,0.10637712478637695
62,62.0,0.10620594024658203
63,63.0,0.10635495185852051
64,64.0,0.10622739791870117
65,65.0,0.10622501373291016
66,66.0,0.10629391670227051
67,67.0,0.10627603530883789
68,68.0,0.10632109642028809
69,69.0,0.10632205009460449
70,70.0,0.1063380241394043
71,71.0,0.10641789436340332
72,72.0,0.1062920093536377
73,73.0,0.10627293586730957
74,74.0,0.10624408721923828
75,75.0,0.10627293586730957
76,76.0,0.10633111000061035
77,77.0,0.10625815391540527
78,78.0,0.10633993148803711
79,79.0,0.10885000228881836
80,80.0,0.10804200172424316
81,81.0,0.1074366569519043
82,82.0,0.10793423652648926
83,83.0,0.11088418960571289
84,84.0,0.10632586479187012
85,85.0,0.10674595832824707
86,86.0,0.10634112358093262
87,87.0,0.10632014274597168
88,88.0,0.10628294944763184
89,89.0,0.10629105567932129
90,90.0,0.10628104209899902
91,91.0,0.10576581954956055
92,92.0,0.10319209098815918
93,93.0,0.10625314712524414
94,94.0,0.1063239574432373
95,95.0,0.1064157485961914
96,96.0,0.10752677917480469
97,97.0,0.10645413398742676
98,98.0,0.10641193389892578
99,99.0,0.10633587837219238
100,100.0,0.10630297660827637
101,101.0,0.10641193389892578
102,102.0,0.10892009735107422
103,103.0,0.10748791694641113
104,104.0,0.10623693466186523
105,105.0,0.10554909706115723
106,106.0,0.10629987716674805
107,107.0,0.10793662071228027
108,108.0,0.10676407814025879
109,109.0,0.10640883445739746
110,110.0,0.10627603530883789
111,111.0,0.10762906074523926
112,112.0,0.1081538200378418
113,113.0,0.10637116432189941
114,114.0,0.10634493827819824
115,115.0,0.106201171875
116,116.0,0.10635805130004883
117,117.0,0.10630512237548828
118,118.0,0.1062469482421875
119,119.0,0.10632586479187012
120,120.0,0.10628294944763184
121,121.0,0.10615801811218262
122,122.0,0.10633111000061035
123,123.0,0.10627627372741699
124,124.0,0.1062479019165039
125,125.0,0.10632109642028809
126,126.0,0.10636782646179199
127,127.0,0.1062929630279541
128,128.0,0.1062159538269043
129,129.0,0.10630488395690918
130,130.0,0.10616207122802734
131,131.0,0.10629487037658691
132,132.0,0.10632610321044922
133,133.0,0.1063077449798584
134,134.0,0.10634303092956543
135,135.0,0.10625886917114258
136,136.0,0.1063070297241211
137,137.0,0.10674619674682617
138,138.0,0.10651373863220215
139,139.0,0.10676312446594238
140,140.0,0.10669898986816406
141,141.0,0.10712599754333496
142,142.0,0.10637092590332031
143,143.0,0.10622906684875488
144,144.0,0.10638904571533203
145,145.0,0.10619902610778809
146,146.0,0.1063377857208252
147,147.0,0.10632801055908203
148,148.0,0.10635590553283691
149,149.0,0.10627102851867676
150,150.0,0.10624480247497559
151,151.0,0.10631084442138672
152,152.0,0.10639071464538574
153,153.0,0.10633206367492676
154,154.0,0.1063239574432373
155,155.0,0.10620594024658203
156,156.0,0.10631108283996582
157,157.0,0.10630393028259277
158,158.0,0.10627412796020508
159,159.0,0.1062169075012207
160,160.0,0.10661602020263672
161,161.0,0.1064310073852539
162,162.0,0.10673904418945312
163,163.0,0.10617804527282715
164,164.0,0.10660886764526367
165,165.0,0.10587501525878906
166,166.0,0.10631299018859863
167,167.0,0.10626792907714844
168,168.0,0.10626626014709473
169,169.0,0.10627198219299316
170,170.0,0.10634183883666992
171,171.0,0.10630202293395996
172,172.0,0.1062319278717041
173,173.0,0.10623311996459961
174,174.0,0.10637116432189941
175,175.0,0.10631299018859863
176,176.0,0.10627293586730957
177,177.0,0.1062769889831543
178,178.0,0.10625910758972168
179,179.0,0.10612297058105469
180,180.0,0.10631179809570312
181,181.0,0.10612607002258301
182,182.0,0.10632705688476562
183,183.0,0.10535287857055664
184,184.0,0.10631585121154785
185,185.0,0.1062469482421875
186,186.0,0.10624170303344727
187,187.0,0.10502910614013672
188,188.0,0.10377192497253418
189,189.0,0.1063380241394043
190,190.0,0.10602188110351562
191,191.0,0.10639071464538574
192,192.0,0.1063990592956543
193,193.0,0.10625815391540527
194,194.0,0.10621881484985352
195,195.0,0.10631394386291504
196,196.0,0.10620975494384766
197,197.0,0.1061868667602539
198,198.0,0.10621523857116699
199,199.0,0.10633015632629395
200,200.0,0.10617899894714355
201,201.0,0.10626602172851562
202,202.0,0.10631394386291504
203,203.0,0.10625410079956055
204,204.0,0.10637116432189941
205,205.0,0.10610008239746094
206,206.0,0.10629606246948242
207,207.0,0.1063380241394043
208,208.0,0.10620498657226562
209,209.0,0.10622596740722656
210,210.0,0.10624289512634277
211,211.0,0.10714507102966309
212,212.0,0.10714578628540039
213,213.0,0.10635781288146973
214,214.0,0.1067039966583252
215,215.0,0.10759902000427246
216,216.0,0.10671091079711914
217,217.0,0.10629010200500488
218,218.0,0.1062479019165039
219,219.0,0.10637402534484863
220,220.0,0.10634684562683105
221,221.0,0.10621786117553711
222,222.0,0.10620403289794922
223,223.0,0.10625576972961426
224,224.0,0.10632801055908203
225,225.0,0.10631608963012695
226,226.0,0.1063392162322998
227,227.0,0.10624170303344727
228,228.0,0.10631513595581055
229,229.0,0.10624504089355469
230,230.0,0.10625290870666504
231,231.0,0.10632705688476562
232,232.0,0.10616326332092285
233,233.0,0.10629892349243164
234,234.0,0.10634708404541016
235,235.0,0.10622811317443848
236,236.0,0.1062920093536377
237,237.0,0.10625267028808594
238,238.0,0.10620975494384766
239,239.0,0.10619711875915527
240,240.0,0.10628986358642578
241,241.0,0.10641217231750488
242,242.0,0.106414794921875
243,243.0,0.10629105567932129
244,244.0,0.10623621940612793
245,245.0,0.10724091529846191
246,246.0,0.10636687278747559
