Index,frame,difference
247,247.0,0.1070709228515625
248,248.0,0.10621190071105957
249,249.0,0.10621476173400879
250,250.0,0.10638117790222168
251,251.0,0.1063380241394043
252,252.0,0.10650205612182617
253,253.0,0.10661101341247559
254,254.0,0.10642695426940918
255,255.0,0.1063239574432373
256,256.0,0.1062312126159668
257,257.0,0.10627913475036621
258,258.0,0.10623908042907715
259,259.0,0.10625600814819336
260,260.0,0.10659289360046387
261,261.0,0.10637211799621582
262,262.0,0.10680603981018066
263,263.0,0.10694098472595215
264,264.0,0.10635089874267578
265,265.0,0.10643625259399414
266,266.0,0.10626697540283203
267,267.0,0.10622000694274902
268,268.0,0.10628724098205566
269,269.0,0.10623788833618164
270,270.0,0.10627198219299316
271,271.0,0.10631990432739258
272,272.0,0.10619211196899414
273,273.0,0.10629129409790039
274,274.0,0.1062321662902832
275,275.0,0.10615396499633789
276,276.0,0.10632586479187012
277,277.0,0.1063539981842041
278,278.0,0.10632824897766113
279,279.0,0.10627484321594238
280,280.0,0.10636305809020996
281,281.0,0.10628890991210938
282,282.0,0.10627412796020508
283,283.0,0.10598516464233398
284,284.0,0.106201171875
285,285.0,0.10634016990661621
286,286.0,0.10627603530883789
287,287.0,0.10624289512634277
288,288.0,0.10617804527282715
289,289.0,0.1063079833984375
290,290.0,0.10589599609375
291,291.0,0.10642790794372559
292,292.0,0.10622119903564453
293,293.0,0.10645890235900879
294,294.0,0.10622382164001465
295,295.0,0.10630011558532715
296,296.0,0.10634422302246094
297,297.0,0.10639595985412598
298,298.0,0.10632109642028809
299,299.0,0.10638618469238281
300,300.0,0.10620808601379395
301,301.0,0.10639309883117676
302,302.0,0.10628294944763184
303,303.0,0.10638594627380371
304,304.0,0.10643911361694336
305,305.0,0.10627198219299316
306,306.0,0.10618019104003906
307,307.0,0.106201171875
308,308.0,0.10617494583129883
309,309.0,0.10630989074707031
310,310.0,0.10638809204101562
311,311.0,0.10610103607177734
312,312.0,0.10625100135803223
313,313.0,0.1064600944519043
314,314.0,0.10630989074707031
315,315.0,0.10622692108154297
316,316.0,0.10626363754272461
317,317.0,0.10622310638427734
318,318.0,0.10632491111755371
319,319.0,0.10631418228149414
320,320.0,0.10628199577331543
321,321.0,0.10622501373291016
322,322.0,0.10625624656677246
323,323.0,0.10637307167053223
324,324.0,0.1062171459197998
325,325.0,0.10624408721923828
326,326.0,0.10625195503234863
327,327.0,0.10634803771972656
328,328.0,0.1062929630279541
329,329.0,0.10621309280395508
330,330.0,0.1063530445098877
331,331.0,0.10622310638427734
332,332.0,0.10619330406188965
333,333.0,0.10632586479187012
334,334.0,0.10629606246948242
335,335.0,0.10635805130004883
336,336.0,0.10637712478637695
337,337.0,0.10637879371643066
338,338.0,0.10620689392089844
339,339.0,0.10633397102355957
340,340.0,0.10622191429138184
341,341.0,0.10623931884765625
342,342.0,0.10630989074707031
343,343.0,0.10634016990661621
344,344.0,0.10622406005859375
345,345.0,0.10631799697875977
346,346.0,0.10628199577331543
347,347.0,0.10638594627380371
348,348.0,0.10631108283996582
349,349.0,0.10621094703674316
350,350.0,0.10624885559082031
351,351.0,0.10632705688476562
352,352.0,0.10629606246948242
353,353.0,0.10543012619018555
354,354.0,0.10618877410888672
355,355.0,0.10629773139953613
356,356.0,0.10632705688476562
357,357.0,0.10626506805419922
358,358.0,0.10628700256347656
359,359.0,0.10631561279296875
360,360.0,0.10620808601379395
361,361.0,0.10618114471435547
362,362.0,0.10621380805969238
363,363.0,0.10629582405090332
364,364.0,0.10622906684875488
365,365.0,0.10621190071105957
366,366.0,0.10620808601379395
367,367.0,0.1062309741973877
368,368.0,0.10626006126403809
369,369.0,0.10604381561279297
370,370.0,0.1062319278717041
371,371.0,0.10623288154602051
372,372.0,0.10621404647827148
373,373.0,0.10608983039855957
374,374.0,0.10623931884765625
375,375.0,0.10629510879516602
376,376.0,0.10627508163452148
377,377.0,0.10622286796569824
378,378.0,0.10619902610778809
379,379.0,0.10632705688476562
380,380.0,0.10628795623779297
381,381.0,0.10634803771972656
382,382.0,0.1061089038848877
383,383.0,0.1064751148223877
384,384.0,0.10623311996459961
385,385.0,0.10629701614379883
386,386.0,0.1064140796661377
387,387.0,0.10648417472839355
388,388.0,0.10623979568481445
389,389.0,0.10614705085754395
390,390.0,0.10622477531433105
391,391.0,0.10619306564331055
392,392.0,0.10615110397338867
393,393.0,0.10626387596130371
394,394.0,0.10628294944763184
395,395.0,0.10625600814819336
396,396.0,0.1062769889831543
397,397.0,0.10624384880065918
398,398.0,0.10628390312194824
399,399.0,0.1062018871307373
400,400.0,0.10632610321044922
401,401.0,0.10619282722473145
402,402.0,0.10635495185852051
403,403.0,0.10620903968811035
404,404.0,0.10638904571533203
405,405.0,0.10623526573181152
406,406.0,0.1062326431274414
407,407.0,0.10626482963562012
408,408.0,0.10626411437988281
409,409.0,0.10618424415588379
410,410.0,0.10628509521484375
411,411.0,0.10616779327392578
412,412.0,0.1063389778137207
413,413.0,0.10627603530883789
414,414.0,0.10630416870117188
415,415.0,0.10623407363891602
416,416.0,0.10631608963012695
417,417.0,0.10628271102905273
418,418.0,0.10633015632629395
419,419.0,0.10637688636779785
420,420.0,0.10624527931213379
421,421.0,0.10633707046508789
422,422.0,0.1062929630279541
423,423.0,0.1062631607055664
424,424.0,0.10622811317443848
425,425.0,0.10628104209899902
426,426.0,0.10633587837219238
427,427.0,0.1062769889831543
428,428.0,0.10613083839416504
429,429.0,0.10619497299194336
430,430.0,0.10634398460388184
431,431.0,0.10624408721923828
432,432.0,0.1063079833984375
433,433.0,0.10630106925964355
434,434.0,0.1061258316040039
435,435.0,0.10626006126403809
436,436.0,0.1062629222869873
437,437.0,0.10612702369689941
438,438.0,0.10631179809570312
439,439.0,0.10620594024658203
440,440.0,0.10629081726074219
441,441.0,0.10639095306396484
442,442.0,0.10630679130554199
443,443.0,0.10627293586730957
444,444.0,0.10626602172851562
445,445.0,0.10634589195251465
446,446.0,0.10629510879516602
447,447.0,0.1063699722290039
448,448.0,0.10640692710876465
449,449.0,0.10631203651428223
450,450.0,0.1065208911895752
451,451.0,0.10630607604980469
452,452.0,0.1061699390411377
453,453.0,0.11335396766662598
454,454.0,0.1071312427520752
455,455.0,0.10619974136352539
456,456.0,0.10631489753723145
457,457.0,0.1064140796661377
458,458.0,0.10634303092956543
459,459.0,0.10627198219299316
460,460.0,0.10629391670227051
461,461.0,0.10638189315795898
462,462.0,0.10634493827819824
463,463.0,0.10640287399291992
464,464.0,0.10635590553283691
465,465.0,0.10630321502685547
466,466.0,0.10630297660827637
467,467.0,0.10630393028259277
