Index,offset,difference
603,0.0639,0.04150104522705078
604,0.0345,0.041947126388549805
605,0.0127,0.04207110404968262
606,0.0525,0.04244518280029297
607,0.0063,0.042932987213134766
608,0.0123,0.04247283935546875
609,0.0238,0.04190802574157715
610,0.0379,0.04296231269836426
611,0.0364,0.045210838317871094
612,0.0441,0.0433497428894043
613,0.0489,0.04250979423522949
614,0.0604,0.04221606254577637
615,0.0666,0.04244208335876465
616,0.0711,0.04112887382507324
617,0.0225,0.04102683067321777
618,0.1291,0.04125213623046875
619,0.0566,0.04120802879333496
620,0.0319,0.04170393943786621
621,0.1312,0.04163694381713867
622,0.1247,0.0419461727142334
623,0.1463,0.04297995567321777
624,0.1404,0.04278302192687988
625,0.1532,0.0448911190032959
626,0.1548,0.04453682899475098
627,0.1680,0.04566192626953125
628,0.1765,0.044203996658325195
629,0.1849,0.04203009605407715
630,0.1896,0.042864322662353516
631,0.1932,0.04195094108581543
632,0.2388,0.04062390327453613
633,0.0990,0.041092872619628906
634,0.0983,0.04172086715698242
635,0.2032,0.04187893867492676
636,0.2006,0.04270815849304199
637,0.2231,0.042050838470458984
638,0.2290,0.04279494285583496
639,0.2446,0.042893171310424805
640,0.2503,0.0434567928314209
641,0.2654,0.04325389862060547
642,0.2747,0.04280376434326172
643,0.2812,0.0426020622253418
644,0.2825,0.04175519943237305
645,0.2922,0.04296708106994629
646,0.2896,0.042133331298828125
647,0.4021,0.04312014579772949
648,0.4115,0.04117298126220703
649,0.3684,0.04104900360107422
650,0.2973,0.04138302803039551
651,0.3203,0.041683197021484375
652,0.3234,0.04369497299194336
653,0.3295,0.042669057846069336
654,0.3319,0.04262685775756836
655,0.3347,0.04246997833251953
656,0.3399,0.04387998580932617
657,0.3453,0.04281806945800781
658,0.3527,0.041554927825927734
659,0.3529,0.04139375686645508
660,0.3524,0.041565895080566406
661,0.3692,0.04158830642700195
662,0.3787,0.04151201248168945
663,0.4300,0.04120492935180664
664,0.4290,0.042437076568603516
665,0.4577,0.04073381423950195
666,0.4107,0.04156899452209473
667,0.4166,0.04508709907531738
668,0.4174,0.04220294952392578
669,0.4165,0.04458308219909668
670,0.4095,0.04352998733520508
671,0.4131,0.041649818420410156
672,0.4210,0.042147159576416016
673,0.4220,0.04178619384765625
674,0.4241,0.040746212005615234
675,0.4271,0.041152000427246094
676,0.4037,0.04055929183959961
677,0.4745,0.04026389122009277
678,0.3645,0.04123401641845703
679,0.4026,0.04051399230957031
680,0.4354,0.04204201698303223
681,0.4190,0.04157423973083496
682,0.4200,0.041464805603027344
683,0.4164,0.04318594932556152
684,0.4171,0.04205918312072754
685,0.4182,0.04265284538269043
686,0.4234,0.04228711128234863
687,0.4223,0.042220115661621094
688,0.4190,0.04168701171875
689,0.4168,0.04079294204711914
690,0.4051,0.04091215133666992
691,0.3539,0.04048895835876465
692,0.2705,0.04061698913574219
693,0.2993,0.042365312576293945
694,0.2737,0.0408780574798584
695,0.3536,0.04166293144226074
696,0.3551,0.04215407371520996
697,0.3658,0.0417783260345459
698,0.3668,0.04286003112792969
699,0.3659,0.04212498664855957
700,0.3597,0.04211997985839844
701,0.3573,0.0433499813079834
702,0.3566,0.043572187423706055
703,0.3557,0.04184103012084961
704,0.3509,0.040908098220825195
705,0.3387,0.04061579704284668
706,0.2986,0.041094064712524414
707,0.2930,0.040400028228759766
708,0.2907,0.04123401641845703
709,0.2796,0.04208517074584961
710,0.3326,0.04187607765197754
711,0.2870,0.04211878776550293
712,0.2704,0.04128313064575195
713,0.2874,0.04281497001647949
714,0.2784,0.04423713684082031
715,0.2896,0.04378795623779297
716,0.2872,0.04273581504821777
717,0.2839,0.04274487495422363
718,0.2801,0.04177522659301758
719,0.2776,0.04100775718688965
720,0.2483,0.040843963623046875
721,0.1993,0.04274106025695801
722,0.2407,0.04060697555541992
723,0.2363,0.04187488555908203
724,0.2167,0.042875051498413086
725,0.2376,0.04315495491027832
726,0.2277,0.04314374923706055
727,0.2519,0.04305267333984375
728,0.2334,0.04263663291931152
729,0.2443,0.04350900650024414
730,0.2409,0.04418802261352539
731,0.2244,0.0436861515045166
732,0.2282,0.043678998947143555
733,0.2294,0.04340004920959473
734,0.2132,0.04550671577453613
735,0.1522,0.041071176528930664
736,0.0042,0.04145097732543945
737,0.1589,0.041522979736328125
738,0.0953,0.04141712188720703
739,0.0886,0.041757822036743164
740,0.0771,0.041767120361328125
741,0.1598,0.04217100143432617
742,0.1779,0.04261612892150879
743,0.1843,0.041503190994262695
744,0.1786,0.042392730712890625
745,0.1795,0.0424189567565918
746,0.1759,0.043701171875
747,0.1717,0.04195094108581543
748,0.1680,0.04152488708496094
749,0.1637,0.04105806350708008
750,0.0027,0.04058098793029785
751,0.0009,0.0410921573638916
752,0.0313,0.04129981994628906
753,0.0791,0.041510820388793945
754,0.1479,0.04138612747192383
755,0.1762,0.04233694076538086
756,0.1101,0.04222583770751953
757,0.1252,0.04294896125793457
758,0.1264,0.04315495491027832
759,0.1226,0.04343700408935547
760,0.1196,0.042311906814575195
761,0.1175,0.04192686080932617
762,0.1118,0.0417630672454834
763,0.1063,0.04240107536315918
764,0.1040,0.04143810272216797
765,0.1301,0.041754961013793945
766,0.1336,0.04089808464050293
767,0.2473,0.04035496711730957
768,0.1442,0.041162967681884766
769,0.1610,0.04182887077331543
770,0.1263,0.04262495040893555
771,0.0977,0.04345393180847168
772,0.1003,0.04180908203125
773,0.0805,0.04392719268798828
774,0.0907,0.04435086250305176
775,0.0913,0.04225897789001465
776,0.0932,0.04287600517272949
777,0.0835,0.04178309440612793
778,0.0806,0.04302573204040527
779,0.0773,0.04224586486816406
780,0.0155,0.04064011573791504
781,0.0480,0.0409541130065918
782,0.1202,0.04146981239318848
783,0.0927,0.040798187255859375
784,0.0325,0.0411829948425293
785,0.0618,0.04110121726989746
786,0.0235,0.041812896728515625
787,0.0205,0.041710853576660156
788,0.0399,0.0422205924987793
789,0.0332,0.04198575019836426
790,0.0317,0.04185223579406738
791,0.0332,0.042088985443115234
792,0.0322,0.0416719913482666
793,0.0308,0.041467905044555664
794,0.0254,0.04083085060119629
795,0.0006,0.04059314727783203
796,0.0445,0.04046273231506348
797,0.0298,0.04082989692687988
798,0.0757,0.04230332374572754
799,0.1062,0.041290998458862305
800,0.0873,0.04115700721740723
801,0.0709,0.041584014892578125
802,0.0768,0.0411069393157959
803,0.0660,0.04149580001831055
804,0.0609,0.04165506362915039
805,0.0544,0.042092084884643555
806,0.0608,0.04249095916748047
807,0.0636,0.0425877571105957
808,0.0678,0.04164314270019531
809,0.0672,0.0420069694519043
810,0.0315,0.041610002517700195
811,0.1284,0.04105091094970703
812,0.1078,0.04294085502624512
813,0.0373,0.041966915130615234
814,0.0618,0.041647911071777344
815,0.0749,0.04091000556945801
816,0.1010,0.042897939682006836
817,0.1126,0.04158425331115723
818,0.1229,0.042471885681152344
819,0.1342,0.04220914840698242
820,0.1477,0.04211997985839844
821,0.1629,0.04185199737548828
822,0.1742,0.04126381874084473
823,0.1818,0.04091811180114746
824,0.1963,0.04102301597595215
825,0.2710,0.04138588905334473
826,0.2257,0.04154515266418457
827,0.1537,0.040513038635253906
828,0.2400,0.04131627082824707
829,0.2989,0.04128003120422363
830,0.2419,0.041188955307006836
831,0.2979,0.041908979415893555
832,0.2069,0.04134488105773926
833,0.2807,0.04224991798400879
834,0.2766,0.04221391677856445
835,0.2921,0.04195404052734375
836,0.3028,0.04350900650024414
837,0.3178,0.04311394691467285
838,0.3273,0.04194903373718262
839,0.3421,0.04228711128234863
840,0.3531,0.041458845138549805
841,0.2470,0.042112112045288086
842,0.2692,0.0416719913482666
843,0.3028,0.04110312461853027
844,0.3983,0.040804147720336914
845,0.4378,0.04088020324707031
846,0.4804,0.0413508415222168
847,0.4786,0.04201507568359375
848,0.4436,0.041686058044433594
849,0.4532,0.04359102249145508
850,0.4676,0.04212212562561035
851,0.4665,0.04146695137023926
852,0.4713,0.042328834533691406
853,0.4750,0.04206490516662598
854,0.4788,0.04127383232116699
855,0.4812,0.041049957275390625
856,0.4739,0.041060686111450195
857,0.4552,0.04107999801635742
858,0.5196,0.04079723358154297
859,0.5564,0.040589094161987305
860,0.5332,0.04099678993225098
861,0.5679,0.04119992256164551
862,0.5424,0.04241299629211426
863,0.5228,0.04170584678649902
864,0.5240,0.04235506057739258
865,0.5447,0.04402613639831543
866,0.5507,0.044379234313964844
867,0.5639,0.04275679588317871
868,0.5715,0.04233884811401367
869,0.5713,0.04329323768615723
870,0.5760,0.04184389114379883
871,0.6768,0.04165291786193848
872,0.7810,0.04143381118774414
